PDS,ANZ_S,RTS_E28010.0,RTS_E28010.1,RTS_E28010.3,RTS_E28010.3.MW_A_PR,RTS_E28010.3.MW_M_PR,RTS_E28010.3.MW_A_PW,RTS_E28010.3.MW_M_PW,RTS_E28010.4,RTS_E28010.4.MW_A_PR,RTS_E28010.4.MW_M_PR,RTS_E28010.4.MW_A_PW,RTS_E28010.4.MW_M_PW,RTS_E28010.9,RTS_E28020.0,RTS_E28020.1,RTS_E28020.3,RTS_E28020.3.MW_A_PR,RTS_E28020.3.MW_M_PR,RTS_E28020.3.MW_A_PW,RTS_E28020.3.MW_M_PW,RTS_E28020.4,RTS_E28020.4.MW_A_PR,RTS_E28020.4.MW_M_PR,RTS_E28020.4.MW_A_PW,RTS_E28020.4.MW_M_PW,RTS_E28020.9,RTS_E28030.0,RTS_E28030.1,RTS_E28030.3,RTS_E28030.3.MW_A_PR,RTS_E28030.3.MW_M_PR,RTS_E28030.3.MW_A_PW,RTS_E28030.3.MW_M_PW,RTS_E28030.4,RTS_E28030.4.MW_A_PR,RTS_E28030.4.MW_M_PR,RTS_E28030.4.MW_A_PW,RTS_E28030.4.MW_M_PW,RTS_E28030.9,RTS_E28040.0,RTS_E28040.1,RTS_E28040.3,RTS_E28040.3.MW_A_PR,RTS_E28040.3.MW_M_PR,RTS_E28040.3.MW_A_PW,RTS_E28040.3.MW_M_PW,RTS_E28040.4,RTS_E28040.4.MW_A_PR,RTS_E28040.4.MW_M_PR,RTS_E28040.4.MW_A_PW,RTS_E28040.4.MW_M_PW,RTS_E28040.9,RTS_E28050.0,RTS_E28050.1,RTS_E28050.3,RTS_E28050.3.MW_A_PR,RTS_E28050.3.MW_M_PR,RTS_E28050.3.MW_A_PW,RTS_E28050.3.MW_M_PW,RTS_E28050.4,RTS_E28050.4.MW_A_PR,RTS_E28050.4.MW_M_PR,RTS_E28050.4.MW_A_PW,RTS_E28050.4.MW_M_PW,RTS_E28050.9,RTS_E28060.0,RTS_E28060.1,RTS_E28060.3,RTS_E28060.3.MW_A_PR,RTS_E28060.3.MW_M_PR,RTS_E28060.3.MW_A_PW,RTS_E28060.3.MW_M_PW,RTS_E28060.4,RTS_E28060.4.MW_A_PR,RTS_E28060.4.MW_M_PR,RTS_E28060.4.MW_A_PW,RTS_E28060.4.MW_M_PW,RTS_E28060.9,RTS_E28070.0,RTS_E28070.1,RTS_E28070.3,RTS_E28070.3.MW_A_PR,RTS_E28070.3.MW_M_PR,RTS_E28070.3.MW_A_PW,RTS_E28070.3.MW_M_PW,RTS_E28070.4,RTS_E28070.4.MW_A_PR,RTS_E28070.4.MW_M_PR,RTS_E28070.4.MW_A_PW,RTS_E28070.4.MW_M_PW,RTS_E28070.9,RTS_E28080.0,RTS_E28080.1,RTS_E28080.3,RTS_E28080.3.MW_A_PR,RTS_E28080.3.MW_M_PR,RTS_E28080.3.MW_A_PW,RTS_E28080.3.MW_M_PW,RTS_E28080.4,RTS_E28080.4.MW_A_PR,RTS_E28080.4.MW_M_PR,RTS_E28080.4.MW_A_PW,RTS_E28080.4.MW_M_PW,RTS_E28080.9,RTS_E28090.0,RTS_E28090.1,RTS_E28090.3,RTS_E28090.3.MW_A_PR,RTS_E28090.3.MW_M_PR,RTS_E28090.3.MW_A_PW,RTS_E28090.3.MW_M_PW,RTS_E28090.4,RTS_E28090.4.MW_A_PR,RTS_E28090.4.MW_M_PR,RTS_E28090.4.MW_A_PW,RTS_E28090.4.MW_M_PW,RTS_E28090.9,RTS_E28100.0,RTS_E28100.1,RTS_E28100.3,RTS_E28100.3.MW_A_PR,RTS_E28100.3.MW_M_PR,RTS_E28100.3.MW_A_PW,RTS_E28100.3.MW_M_PW,RTS_E28100.4,RTS_E28100.4.MW_A_PR,RTS_E28100.4.MW_M_PR,RTS_E28100.4.MW_A_PW,RTS_E28100.4.MW_M_PW,RTS_E28100.9,RTS_E28110.0,RTS_E28110.1,RTS_E28110.3,RTS_E28110.3.MW_A_PR,RTS_E28110.3.MW_M_PR,RTS_E28110.3.MW_A_PW,RTS_E28110.3.MW_M_PW,RTS_E28110.4,RTS_E28110.4.MW_A_PR,RTS_E28110.4.MW_M_PR,RTS_E28110.4.MW_A_PW,RTS_E28110.4.MW_M_PW,RTS_E28110.9,RTS_E28120.0,RTS_E28120.1,RTS_E28120.3,RTS_E28120.3.MW_A_PR,RTS_E28120.3.MW_M_PR,RTS_E28120.3.MW_A_PW,RTS_E28120.3.MW_M_PW,RTS_E28120.4,RTS_E28120.4.MW_A_PR,RTS_E28120.4.MW_M_PR,RTS_E28120.4.MW_A_PW,RTS_E28120.4.MW_M_PW,RTS_E28120.9,RTS_E28130.0,RTS_E28130.1,RTS_E28130.3,RTS_E28130.3.MW_A_PR,RTS_E28130.3.MW_M_PR,RTS_E28130.3.MW_A_PW,RTS_E28130.3.MW_M_PW,RTS_E28130.4,RTS_E28130.4.MW_A_PR,RTS_E28130.4.MW_M_PR,RTS_E28130.4.MW_A_PW,RTS_E28130.4.MW_M_PW,RTS_E28130.9,RTS_E28140.0,RTS_E28140.1,RTS_E28140.3,RTS_E28140.3.MW_A_PR,RTS_E28140.3.MW_M_PR,RTS_E28140.3.MW_A_PW,RTS_E28140.3.MW_M_PW,RTS_E28140.4,RTS_E28140.4.MW_A_PR,RTS_E28140.4.MW_M_PR,RTS_E28140.4.MW_A_PW,RTS_E28140.4.MW_M_PW,RTS_E28140.9
1650208,29,,,,,,,,29,"39,758621","1226,896552","10,39981","321,891352",,11,5,5,5,150,"1,382004","41,460131",8,12,"382,5","3,514583","111,611111",,2,7,5,6,180,"1,610458","48,313726",15,"18,266667",562,"4,474088","136,744694",,3,21,5,"6,2",342,"1,671044","92,223232",,,,,,,14,15,,,,,,,,,,,,,1,5,"6,4",165,"1,931282","48,894302",23,"28,913043","682,173913","7,305882","173,330646",,20,9,,,,,,,,,,,,,,3,"7,333333",115,"2,592593","40,185185",26,"21,076923","399,230769","5,490401","105,654674",,14,7,4,2,90,",630449","28,370192",4,"3,25","232,5","1,005964","71,406863",,4,21,1,3,150,",875","43,75",3,"7,666667",370,"2,017569","97,321937",,17,5,1,3,180,",777778","46,666667",6,"4,333333",260,"1,367759","82,065527",,29,,,,,,,,,,,,,2,3,1,2,30,",325581","4,883721",23,"3,478261",105,",971003","29,929092",,6,,,,,,,23,"1,521739","51,521739",",413089","14,689851",
1650209,330,,,3,"29,666667",960,"5,136362","166,042093",327,"58,963303","2360,30581","14,254456","571,571679",,8,225,46,"6,195652","165,978261","1,531161","40,824168",51,"9,862745","274,411765","2,498656","68,592614",,72,47,47,"6,489362","194,680851","1,642187","49,265625",164,"16,45122","500,487805","3,594184","109,623481",,13,14,112,"12,892857","399,107143","3,097263","95,094134",191,"26,17801","882,565445","6,341916","214,674689",,130,190,8,"32,75","1162,5","6,873361","247,690346",2,"31,5",1050,"11,025","367,5",,11,,4,"9,25","268,75","1,8084","52,807669",315,"14,35873","415,492063","3,446822","99,205822",,38,1,95,1,60,",30662","18,397212",196,"2,540816","150,459184",",576717","34,247839",,6,82,75,"4,466667","118,2","1,236958","32,706495",167,"6,323353","203,083832","1,577095","51,330623",,,145,42,"2,952381",90,",869996","26,496931",143,"4,769231","262,237762","1,204422","65,804166",,150,123,21,"3,761905","222,857143",",783329","46,371246",36,"5,055556","299,166667","1,372655","81,439937",,153,73,51,"4,490196","202,058824","1,086783","48,905217",53,"6,622642","298,018868","1,620709","72,931909",,213,20,35,2,150,",628065","47,104836",62,3,225,",67237","50,427729",,6,37,10,"1,9",30,",533212","8,615824",277,"5,097473","129,909747","1,231129","31,644968",,100,,,,,,,230,"1,047826","15,717391",",271301","4,069521",
1650210,25,5,2,4,"17,75","532,5","5,203677","156,110294",14,"40,214286","1316,428571","10,057034","321,600471",,25,,,,,,,,,,,,,5,8,2,6,180,"1,52353","45,705883",10,"10,3",432,"2,514965","106,341704",,25,,,,,,,,,,,,,17,8,,,,,,,,,,,,11,6,1,5,175,"1,296296","45,37037",7,"19,714286","518,571429","5,141615","133,753535",,25,,,,,,,,,,,,,24,1,,,,,,,,,,,,21,4,,,,,,,,,,,,15,4,4,5,"206,25","1,127618","46,682348",2,"4,5",210,"1,575","73,5",,15,7,2,4,120,"1,4",42,1,6,180,"2,1",63,,25,,,,,,,,,,,,,,,,,,,,25,"6,6","232,4","1,867166","65,510971",,22,,,,,,,3,1,20,",191515","3,830306",
1650211,44,,,,,,,,44,"82,25","2250,340909","17,885725","489,494865",,1,43,,,,,,,,,,,,,1,2,8,255,"1,96732","58,504902",41,"38,682927","795,609756","8,428545","171,943083",,5,39,,,,,,,,,,,,19,25,,,,,,,,,,,,13,17,9,"10,333333","225,555556","2,258259","48,169859",5,"18,6",450,"3,920588","94,24183",,16,27,,,,,,1,4,180,",903226","40,645161",,,23,11,"6,727273","105,909091","1,480517","23,512511",10,"9,4",278,"2,098436","62,131693",,1,28,4,"3,75","87,5",",838495","20,113394",11,"4,636364","150,909091",",999911","35,435899",,9,24,5,6,210,"1,290593","44,837709",6,"8,333333",310,"1,945874","72,514376",,3,28,9,"3,888889","193,333333",",941469","46,683938",4,7,"322,5","1,886937","87,352703",,35,9,,,,,,,,,,,,,,1,4,35,",823529","7,205882",43,"9,209302","184,418605","1,986684","40,143885",,24,,,,,,,20,"1,05",31,",219209","6,473324",
1650212,73,,,2,19,"732,5","4,149528","160,085698",71,"58,971831","2326,901408","11,176032","439,244677",,,18,10,"6,7","233,5","1,173503","40,696659",45,"17,133333","578,111111","3,368299","112,889916",,2,10,6,"6,5","277,5","1,307471","55,073276",55,"13,872727","594,454545","2,734962","117,374548",,12,24,6,"14,5","599,166667","2,622707","106,122307",31,"21,193548","900,806452","3,725315","158,84315",,25,41,7,"31,142857","1232,857143","6,31914","250,35108",,,,,,,10,27,9,"9,222222","273,333333","1,659924","49,132966",27,"20,037037","656,481481","3,764612","123,470463",,15,17,,,,,,41,"2,02439","101,219512",",406878","20,343915",,,,,,,,,73,"12,958904","383,082192","2,476965","74,238954",,20,22,9,"2,444444","93,888889",",500297","19,216771",22,"3,136364","167,045455",",698762","37,877248",,4,30,12,"5,916667","292,5","1,047359","51,841755",27,"9,185185","449,814815","1,938113","94,80781",,2,10,4,"8,5","417,5","1,089195","53,424768",57,"11,842105","581,403509","2,302433","113,096108",,21,36,5,2,141,",433674","30,920659",11,"3,181818","223,636364",",655128","46,035705",,2,,10,1,35,",218091","7,633173",61,"3,163934","125,57377",",618991","24,886314",,13,,,,,,,60,"1,283333","64,666667",",257891","12,950835",
1650213,97,,,,,,,,97,"75,134021","2928,71134","13,827809","540,314409",,7,74,12,"2,416667",215,",473772","41,36124",4,"3,75","393,75",",796075","84,161652",,,18,8,"8,75","292,5","1,452101","48,699862",71,"15,591549","533,028169","2,813","96,587836",,19,31,16,"17,25","588,75","3,043424","104,491602",31,"25,709677","868,064516","4,582587","155,438554",,45,51,1,27,1440,"4,395349","234,418605",,,,,,,1,8,13,"9,692308","271,153846","1,827939","50,76852",75,"24,226667","683,6","4,444978","125,629292",,60,22,,,,,,15,2,90,",429218","19,31481",,1,32,33,"3,090909","118,030303",",570983","21,767076",31,"7,967742",205,"1,594505","39,82864",,43,19,,,,,,35,"2,171429","242,571429",",422983","46,669218",,64,33,,,,,,,,,,,,26,37,27,"7,925926","262,777778","1,459366","48,463746",7,"12,571429",405,"2,386797","75,816964",,86,6,5,3,180,",573216","34,392978",,,,,,,,,,,,,,97,"9,463918","277,268041","1,789552","53,06946",,32,,,,,,,65,1,30,",19507","5,852112",
1650214,163,,1,4,"16,5",495,"5,072783","152,18348",158,"42,683544","1435,85443","12,655638","423,887996",,,15,19,"5,052632","136,578947","1,590082","42,862612",129,"7,976744","234,069767","2,411862","69,759936",,1,4,17,"5,235294","157,058824","1,682898","50,486928",141,"8,042553","259,361702","2,388703","77,215954",,30,19,24,"8,416667","327,5","2,599133","101,367007",90,"9,877778",455,"2,90411","135,902291",,108,28,13,"27,076923","812,307692","9,002279","270,068376",14,"33,928571","1017,857143","10,543135","316,294038",,7,13,20,"7,85",159,"2,517646","50,781214",123,"16,170732","360,650407","4,69724","104,994995",,9,,,,,,,154,"1,006494","90,584416",",314742","28,326787",,,1,1,2,120,",7",42,161,"7,403727","338,913043","2,301829","105,770958",,2,8,4,"2,25","93,75",",715441","29,569853",149,"2,610738","158,355705",",803751","47,982177",,5,23,35,"3,028571","175,714286",",795942","46,505596",100,"4,94","275,1","1,513842","84,965542",,61,12,21,"4,285714","184,285714","1,173447","50,614094",69,"5,623188","250,724638","1,738242","77,637097",,103,8,28,2,150,",688353","51,626462",24,3,225,",882376","66,178193",,,,1,2,30,",7","10,5",162,"5,179012","211,635802","1,607684","65,851265",,26,,,,,,,137,"1,072993","16,094891",",333271","4,99906",
1650215,273,,2,11,"22,454545","651,818182","5,224522","150,135712",260,"45,238462","1703,346154","10,452646","393,126539",,8,56,44,"7,727273","173,295455","1,855259","42,562221",165,"25,527273","481,242424","6,40424","120,872558",,96,50,22,"5,590909","199,772727","1,320845","47,173253",105,"8,52381",475,"2,024941","115,664933",,29,70,85,"8,047059","392,647059","2,050129","100,51672",89,"14,932584","735,842697","3,410567","169,363638",,192,81,,,,,,,,,,,,43,76,37,"8,054054","172,432432","2,281426","47,96727",117,"19,470085","414,444444","4,348353","92,749637",,273,,,,,,,,,,,,,,5,58,"4,637931","120,862069","1,299303","34,30523",210,"17,752381","305,47619","4,426448","76,020231",,22,146,45,"2,022222","103,666667",",563109","28,80774",60,"3,366667",203,",753417","45,615569",,146,31,5,"2,6",264,",349691","45,241984",91,"5,538462","974,175824","1,197444","210,230224",,178,54,21,"9,571429","224,285714","2,059403","46,154984",20,"8,05","250,5","1,968545","69,388714",,262,8,1,3,180,",617647","37,058824",2,4,240,",823529","49,411765",,1,3,12,"1,333333",30,",353863","8,151205",257,"2,424125","101,284047",",619633","26,399274",,271,,,,,,,2,1,30,",214996","6,449865",
1650216,157,,,1,14,420,"4,9",147,156,"34,782051","1748,557692","8,910546","446,139179",,,4,,,,,,153,"19,313725","708,496732","5,116647","186,663623",,6,3,1,8,375,"1,166667","54,6875",147,"26,047619","1028,265306","6,445334","258,284888",,109,39,7,"14,571429","437,142857","3,023173","90,695187",2,21,630,"4,742647","142,279412",,82,73,2,"36,5",1110,"7,514706","228,529412",,,,,,,69,50,24,"8,166667","177,916667","2,20635","47,640822",14,"20,928571","514,285714","4,409271","108,749134",,157,,,,,,,,,,,,,1,55,42,"12,333333","127,738095","3,773738","39,076384",59,"19,813559","215,169492","4,392915","48,754977",,37,28,,,,,,92,"3,043478","167,065217",",869867","46,717435",,148,8,1,3,135,"1,166667","52,5",,,,,,,116,6,2,4,160,"1,173148","46,925926",33,"7,606061","426,666667","1,857342","103,057164",,146,11,,,,,,,,,,,,,,5,1,30,",253464","7,603922",152,"2,125","94,605263",",576881","26,035695",,10,,,,,,,147,"1,734694","28,639456",",467859","7,830497",
1650217,35,,,,,,,,35,"63,628571","1867,285714","16,73081","491,676316",,9,1,2,"4,5",135,"1,38499","41,549708",23,"11,73913","434,347826","3,024842","112,049605",,,10,1,10,300,"1,707317","51,219512",24,23,"808,125","6,050847","212,766472",,,8,4,"13,25",435,"3,435185","112,777778",23,"16,652174","577,826087","4,357043","150,878807",,18,13,3,"17,666667",885,"5,064198","254,398148",1,60,2070,10,345,,14,8,,,,,,13,18,"473,846154","4,433847","116,526333",,3,,,,,,,32,1,90,",269521","24,256869",,,,1,5,120,"1,346154","32,307692",34,"8,558824","274,411765","2,286465","73,974762",,,8,,,,,,27,"4,185185",260,"1,165429","71,964187",,,1,12,"3,666667","182,5",",960015","48,695785",22,5,"271,363636","1,295938","70,061814",,2,4,4,3,180,",730556","43,833334",25,"5,68","340,8","1,523944","91,436633",,34,,,,,,,1,3,240,",617647","49,411765",,1,,,,,,,34,"1,058824","47,647059",",281738","12,678195",,3,,,,,,,32,"1,03125","20,9375",",272911","5,53924",
1650218,37,,,,,,,,37,"67,135135",2040,"15,49913","471,060846",,21,15,,,,,,1,24,750,"4,097561","128,04878",,,9,3,7,210,"1,482353","44,470588",25,"22,64","618,6","5,246596","144,18963",,,25,6,"10,166667",400,"2,428092","98,023392",6,"16,833333",630,"4,038609","152,177268",,,37,,,,,,,,,,,,6,5,6,"9,333333","236,666667","2,054216","51,916814",20,"15,2","403,5","3,4026","91,180318",,37,,,,,,,,,,,,,,,,,,,,37,"10,162162","285,945946","2,41681","69,085863",,1,10,22,2,90,",4572","20,573999",4,"3,75","292,5",",827946","64,854119",,19,6,6,"3,833333",230,",809783","48,587012",6,"4,333333",260,"1,247346","74,840741",,19,9,7,"5,285714","188,571429","1,280711","46,091552",2,"10,5",345,"2,636667","86,8",,30,7,,,,,,,,,,,,,,,,,,,37,"3,405405","115,135135",",810826","27,293372",,10,,,,,,,27,1,15,",244043","3,660639",
1650219,45,,,,,,,,45,"71,688889","2186,666667","14,534033","443,509415",,3,31,11,"4,909091","176,818182","1,042363","37,657294",,,,,,,2,8,3,"7,333333",250,"1,528574","52,303502",32,"17,21875","547,5","3,455869","110,108357",,2,15,15,"15,266667",545,"2,889446","103,773926",13,"24,846154","845,769231","4,658154","158,976092",,21,24,,,,,,,,,,,,17,9,5,"11,6",226,"2,860346","55,651363",14,"26,428571","526,071429","4,785346","95,681435",,14,3,4,1,60,",190509","11,43056",24,2,"103,75",",431993","22,299946",,1,,2,7,140,"1,508049","30,160985",42,"11,071429","279,761905","2,248429","57,059579",,4,11,7,2,90,",40622","18,279885",23,"2,608696","215,217391",",535588","44,033955",,27,14,2,"3,5",195,",775","43,5",2,"4,5",240,"1,361112","72,916667",,1,6,14,"6,285714","256,785714","1,263484","52,318561",24,"11,5","461,458333","2,347748","93,516738",,45,,,,,,,,,,,,,1,1,1,1,30,",388889","11,666667",42,"2,857143","71,428571",",578397","14,385919",,13,,,,,,,32,"1,09375","32,8125",",219147","6,574421",
1650220,30,,1,1,75,2250,"5,965909","178,977273",28,"74,678571","2523,214286","14,282222","481,611041",,2,25,2,"4,5",240,",839342","43,77743",1,11,420,"2,138889","81,666667",,3,4,3,"8,333333",250,"1,779243","53,377281",20,"22,05",657,"3,896449","116,004686",,2,10,5,"7,2",456,"1,526084","101,085815",13,"19,461538","1001,538462","3,262726","171,769524",,16,12,2,"43,5",1305,"7,478117","224,343501",,,,,,,8,17,1,19,420,"2,293103","50,689655",4,"21,25",595,"3,567853","101,749132",,30,,,,,,,,,,,,,2,1,,,,,,27,"12,185185","370,555556","2,377964","76,448853",,4,11,2,2,90,",408196","18,368794",13,"2,615385","140,769231",",537356","29,268377",,30,,,,,,,,,,,,,4,2,12,"10,416667","312,5","1,709758","51,292722",12,"8,666667",260,"2,232777","66,983291",,29,1,,,,,,,,,,,,3,,,,,,,27,"6,518519","297,037037","1,318268","60,57765",,3,,,,,,,27,"2,814815","71,666667",",611437","15,584469",
1650221,57,,2,3,"27,666667",840,"5,225233","158,464318",52,"45,557692","1383,365385","11,310954","342,71549",,17,14,4,"5,25",180,"1,267702","43,864379",22,"9,090909","366,818182","2,163817","86,411182",,,,1,3,210,",777778","54,444444",56,"15,25","1673,035714","3,652512","386,285269",,1,36,8,"10,375","397,5","2,383489","94,795721",12,"16,416667",845,"4,09348","209,380486",,27,29,,,,,,1,33,2085,"5,634146","355,97561",,4,15,9,"10,555556","209,444444","2,6661","53,186444",29,"18,965517","461,896552","4,451152","108,300178",,19,,5,1,60,",272425","16,345508",33,2,120,",508771","30,526217",,,1,6,"6,5",120,"1,344221","25,261217",50,"11,18","352,2","2,78585","88,199319",,6,33,1,2,105,",518519","27,222222",17,"2,705882","218,823529",",680619","54,664341",,12,5,4,4,"207,5",",919801","47,934508",36,"6,083333","308,611111","1,576438","79,95931",,7,17,13,"5,461538","198,461538","1,38948","50,871958",20,"7,05",294,"1,75363","73,339412",,49,1,7,3,180,",736285","44,177115",,,,,,,,,,,,,,57,"14,280702","420,964912","3,566558","105,892547",,4,,,,,,,53,"1,339623","20,09434",",31984","4,797606",
1650222,184,,,2,16,480,"4,828704","144,861111",182,"59,291209","1668,681319","15,517004","436,815316",,,119,9,"4,222222","160,555556","1,209845","45,824551",56,"13,535714","460,178571","3,33765","113,305379",,50,12,13,"10,461538","184,615385","2,607333","47,278021",109,"28,559633","881,559633","7,40843","229,598194",,31,44,34,"11,529412","347,205882","3,155998","94,960681",75,"24,533333","785,6","6,143136","196,957858",,129,54,1,16,875,"3,862069","211,206897",,,,,,,24,36,22,"10,363636",205,"2,603224","51,070871",102,"20,186275","431,519608","5,495431","117,144629",,31,,2,1,60,",335512","20,130719",151,"2,006623","125,761589",",537451","33,700111",,,21,48,"6,416667","112,5","1,545451","27,249993",115,"8,53913","259,956522","2,277405","69,871658",,60,18,22,2,90,",572193","25,748657",84,"4,821429","269,107143","1,252636","69,491878",,97,42,19,"3,684211","219,473684",",856451","50,918698",26,"4,423077","264,230769","1,17713","70,235372",,29,28,57,"5,736842","194,736842","1,47257","50,383801",70,"8,028571","262,857143","2,077702","68,358154",,155,16,9,3,180,",722446","43,346789",4,"4,25",255,",955828","57,349673",,1,60,7,2,30,",564676","8,470144",116,"3,068966","90,905172",",806801","23,773131",,1,,,,,,,183,"1,95082","29,262295",",530581","7,95871",
1650223,193,,,2,21,630,"5,109147","153,27439",191,"49,062827","1942,774869","12,216921","485,146062",,42,119,14,"7,071429","162,857143","1,879022","41,668806",18,"13,722222",460,"3,429341","110,488975",,41,53,31,"7,580645","200,322581","1,93546","50,510924",68,"13,632353","409,411765","3,145033","94,552439",,25,80,35,"8,4","385,285714","2,130071","98,246173",53,"14,132075","704,716981","3,330925","165,162354",,91,99,3,22,890,"5,288889","217,907407",,,,,,,126,27,12,"7,416667","218,75","1,682008","49,711923",28,"17,107143","506,785714","3,927254","116,422576",,193,,,,,,,,,,,,,67,37,21,"2,190476","120,714286",",527908","30,143844",68,"4,573529","235,367647","1,146708","59,082006",,171,7,9,"1,222222",90,",327649","24,303268",6,"3,5",155,",998345","45,388047",,40,106,23,"4,347826","211,304348","1,05035","50,697131",24,"5,833333","303,75","1,551878","81,568534",,133,24,22,"4,272727","192,272727","1,169938","52,64723",14,"7,428571","334,285714","1,669582","75,131165",,147,14,14,3,180,",76805","46,082998",18,4,240,",944071","56,644256",,1,,68,1,30,",278244","8,347334",124,"2,887097","84,556452",",70353","20,575917",,155,,,,,,,38,"1,052632","55,263158",",260008","13,729609",
1650224,35,,,,,,,,35,"60,457143","2388,428571","14,295376","566,282128",,20,13,1,3,270,",512195","46,097561",1,5,225,"1,458333","65,625",,1,15,6,"6,833333",205,"1,62846","48,853797",13,"14,538462","424,615385","3,593214","106,29413",,3,21,3,"7,666667",405,"1,677203","90,840517",8,"14,375","714,375","3,68135","182,835102",,26,8,1,17,750,"4,76",210,,,,,,,10,7,5,"6,6",198,"1,591838","47,755135",13,13,390,"3,262225","97,866754",,35,,,,,,,,,,,,,1,3,6,"3,5",135,",842505","32,832082",25,"5,92","252,6","1,467672","61,835588",,33,,,,,,,2,"3,5",195,",935","50,55",,2,23,3,4,200,"1,052346","52,655556",7,"6,857143","321,428571","1,676192","78,891824",,27,6,2,"4,5","202,5","1,125","50,625",,,,,,,27,1,2,3,180,",670893","40,25355",5,4,240,",984693","59,081591",,,,11,1,30,",261244","7,837321",24,"3,166667","97,5",",736352","22,439796",,30,,,,,,,5,1,48,",240517","11,851057",
1650225,172,,1,2,"16,5",915,"3,146305","175,316742",169,"30,497041","1738,402367","6,573713","375,438938",,1,32,46,"7,652174","228,586957","1,47127","43,625681",93,"7,817204","249,032258","1,886454","59,99066",,64,7,1,4,240,",682927","40,97561",100,"16,13","854,4","3,230052","172,948107",,3,8,21,"13,238095","524,285714","2,691987","105,728683",140,"22,221429","881,571429","4,899261","195,213982",,81,84,5,"25,8",1218,"4,585019","215,43818",2,"34,5",1710,"6,864047","349,051491",,8,20,12,"7,333333",220,"1,661999","49,859969",132,"15,393939","461,818182","3,372702","101,181053",,46,,23,1,60,",25499","15,29943",103,2,"100,776699",",452264","22,662229",,1,23,28,"2,964286","128,035714",",722615","30,846272",120,"5,066667","226,375","1,19137","53,585886",,28,128,16,2,90,",449679","20,23556",,,,,,,18,118,16,"4,0625","243,75",",790808","47,448465",20,"5,15",309,"1,447876","86,872575",,15,45,49,"7,795918","233,877551","1,63532","49,059595",63,"13,333333",400,"3,001906","90,057169",,150,1,9,3,180,",739523","44,371357",12,4,240,",82983","49,789775",,,,1,2,30,",736842","11,052632",171,"6,77193","216,578947","1,46869","48,211837",,3,,,,,,,169,"1,04142","31,331361",",241367","7,256951",
1650226,47,,,1,28,840,"4,780488","143,414634",46,"49,913043","1932,065217","10,626349","420,03818",,31,9,,,,,,7,"11,285714","338,571429","3,124488","93,734628",,8,4,1,9,270,"1,852941","55,588235",34,"22,088235","850,147059","4,538036","180,380953",,3,1,12,"9,166667","413,75","2,055745","102,41876",31,"25,258065","905,806452","5,400943","198,148977",,27,19,1,25,720,"7,954545","229,090909",,,,,,,13,1,8,"7,625","228,75","1,735304","52,059119",25,"17,4",522,"3,487643","104,62928",,15,,3,1,60,",314924","18,895425",29,"3,206897","192,413793",",781297","46,877843",,,6,13,"6,692308","118,846154","1,744869","31,284329",28,"10,25","197,321429","2,272976","44,623334",,29,9,2,2,"97,5",",555883","26,558824",7,"7,857143","304,285714","2,415049","91,081942",,15,32,,,,,,,,,,,,34,6,4,4,175,"1,175436","50,851035",3,"5,333333","243,333333","1,612269","73,783565",,46,,,,,,,1,4,240,",651163","39,069767",,,,6,"1,166667",30,",302898","7,336947",41,"4,121951","119,268293",",969227","28,009933",,27,,,,,,,20,"1,05","58,5",",245348","13,683694",
1650227,48,,,,,,,,48,"63,895833","2644,791667","13,691292","566,38127",,,3,13,"8,307692","212,692308","1,710569","43,873309",32,"10,40625","265,15625","2,303091","58,723886",,2,4,3,"6,666667","246,666667","1,3945","51,930415",39,"15,74359","521,025641","3,37587","111,732665",,4,12,2,"11,5",420,"2,230219","83,34596",30,"19,833333",770,"4,118608","160,034854",,37,3,4,"20,25",1050,"4,485584","230,625",4,"35,75",1650,"7,902068","363,607635",,,3,2,"12,5",315,"2,134147","53,780488",43,"18,395349","564,883721","4,110615","126,038159",,1,,3,1,60,",219349","13,16092",44,"2,090909","125,454545",",465535","27,932067",,,,,,,,,48,"9,895833","200,520833","2,154097","44,547327",,3,21,,,,,,24,"3,291667","179,166667",",718723","39,004429",,,20,1,6,360,",976744","58,604651",27,"7,407407","444,444444","1,580621","94,837284",,18,9,8,"4,125","247,5",",806639","48,398345",13,"6,846154","410,769231","1,377765","82,665902",,45,,,,,,,3,4,240,",851852","51,111111",,,,,,,,,48,"6,875","195,9375","1,525505","43,426744",,9,,,,,,,39,"1,358974","37,179487",",296242","8,096719",
